Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,HCLS1,Hematopoietic lineage cell-specific protein,52231,0.00801384114112886,0.00460154473008744,-0.00100518652984253,0.0170328688121002,0.0815994332461295
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,OGFR,Opioid growth factor receptor,51847,0.00473517497746521,0.00271906543632035,-0.000594193277722677,0.0100645432326531,0.0816141914382465
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PGLYRP4,Peptidoglycan recognition protein 4,48148,0.00860576756466149,0.00494464812807638,-0.0010857427663682,0.0182972778956912,0.0818009228812984
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CEBPB,CCAAT/enhancer-binding protein beta,51531,0.00559196752454747,0.00321714142937723,-0.000713629677031899,0.0118975647261268,0.0821927094504002
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MKI67,Proliferation marker protein Ki-67,48252,0.0058747066549188,0.00338288309950474,-0.000755744220110484,0.0125051575299481,0.0824738945543734
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FNDC1,Fibronectin type III domain-containing protein 1,48794,-0.00682549446766687,0.00393428196373939,-0.0145366871165961,0.000885698181262338,0.0827778882342216
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PADI4,Protein-arginine deiminase type-4,51405,0.0110848911749944,0.00640119041121134,-0.00146144203097981,0.0236312243809686,0.083341912385789
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TBCC,Tubulin-specific chaperone C,51761,0.0116515997202382,0.00673144398687635,-0.00154203049403944,0.0248452299345159,0.0834791216768552
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,BAG4,BAG family molecular chaperone regulator 4,48252,0.00726191129794544,0.00419629489383388,-0.000962826693968966,0.0154866492898598,0.0835471937165035
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,LMNB2,Lamin-B2,48794,0.00411777443359098,0.00238202707988852,-0.000550998642990518,0.00878654751017249,0.0838807757083243
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CALY,Neuron-specific vesicular protein calcyon,48148,-0.00546094943226655,0.00316110348062018,-0.0116567122542821,0.000734813389749002,0.084085573334849
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,RNF5,E3 ubiquitin-protein ligase RNF5,48283,0.0104189619469566,0.0060328197302936,-0.00140536472441882,0.0222432886183321,0.0841749493715447
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,AP1G2,AP-1 complex subunit gamma-like 2,48767,0.0114651509846395,0.00664702390251316,-0.00156301586428625,0.0244933178335653,0.0845689672460272
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CLUL1,Clusterin-like protein 1,51914,0.00647275012171568,0.00375662425850382,-0.000890233424951812,0.0138357336683832,0.0848976200516395
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,REPS1,RalBP1-associated Eps domain-containing protein 1,48252,0.00551888431329251,0.00320589144735661,-0.000764662923526444,0.0118024315501115,0.0851791393931411
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ATP5PO,"ATP synthase subunit O, mitochondrial",51447,0.00596030947301832,0.00346478179872133,-0.000830662852475483,0.0127512817985121,0.0853995746221537
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FAM13A,Protein FAM13A,48778,0.00969367559505281,0.00564160547469092,-0.00136387113534139,0.020751222325447,0.0857667862911301
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CETN2,Centrin-2,51447,0.00982612890062141,0.0057200066515768,-0.00138508413646912,0.021037341937712,0.0858370352531643
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FKBP14,Peptidyl-prolyl cis-trans isomerase FKBP14,48801,0.0142347273010792,0.00828946383796708,-0.00201262182133623,0.0304820764234947,0.085956641037507
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CEP170,Centrosomal protein of 170 kDa,48283,0.0109247054036325,0.00636425868458359,-0.00154924161815136,0.0233986524254163,0.086073217641869
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,NMNAT1,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,51761,0.0108659407824464,0.00633114982510344,-0.00154311287475635,0.0232749944396491,0.0861266362500178
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TAFA5,Chemokine-like protein TAFA-5,51847,-0.00519707911601337,0.00303089603748215,-0.0111376353494784,0.000743477117451647,0.0864134698149885
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,METAP1D,"Methionine aminopeptidase 1D, mitochondrial",51933,0.0118396096902211,0.00692133600781265,-0.00172620888509168,0.0254054282655339,0.087169010776293
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,INHBC,Inhibin beta C chain,51969,-0.00564846413887344,0.00330543864246614,-0.0121271238781071,0.000830195600360187,0.0874939608050747
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,48252,0.00448374339977091,0.00262546460134761,-0.000662167218870394,0.00962965401841222,0.0876910237725015
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FUS,RNA-binding protein FUS,51365,0.00575073453220418,0.00336767119012926,-0.00084990100044918,0.0123513700648575,0.0877187533974449
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PLXNB3,Plexin-B3,51876,0.00687212860352184,0.00402574782179961,-0.0010183371272054,0.0147625943342491,0.0878272146694443
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SIAE,Sialate O-acetylesterase,51979,0.0066763636463392,0.00391134023615762,-0.000989863216529726,0.0143425905092081,0.0878493097832421
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,GOPC,Golgi-associated PDZ and coiled-coil motif-containing protein,51933,0.0145361872011802,0.00852251528877562,-0.00216794276482003,0.0312403171671804,0.0880918418660404
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ICAM3,Intercellular adhesion molecule 3,52250,0.00384178505305669,0.00225397609519372,-0.000576008093523012,0.00825957819963639,0.0883105573498695
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,RAB33A,Ras-related protein Rab-33A,48148,0.00951156855037272,0.00558418807720808,-0.00143344008095513,0.0204565771817006,0.0885271327903701
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,UHRF2,E3 ubiquitin-protein ligase UHRF2,48148,-0.00483663045941029,0.00284017075004928,-0.0104033651295069,0.000730104210686298,0.0885958479049677
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TCL1A,T-cell leukemia/lymphoma protein 1A,51731,0.0146855455484572,0.00862373751253873,-0.00221697997611869,0.0315880710730331,0.0885962481229823
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CORO1A,Coronin-1A,51516,0.0127923206836549,0.0075141685111239,-0.00193544959814796,0.0275200909654577,0.0886889810585854
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ATXN10,Ataxin-10,51447,0.0103403800632983,0.00608060692751301,-0.00157760951462718,0.0222583696412238,0.0890410070412133
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ARHGEF5,Rho guanine nucleotide exchange factor 5,48195,0.0105113340256729,0.00618369717735888,-0.0016087124419505,0.0226313804932963,0.0891757331256839
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,COMP,Cartilage oligomeric matrix protein,51734,-0.00474040053371451,0.00278901688411328,-0.0102068736265765,0.000726072559147507,0.0892069845461521
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,HS6ST1,Heparan-sulfate 6-O-sulfotransferase 1,52163,0.00479606188195768,0.00282277260301532,-0.000736572419952352,0.0103286961838677,0.089320955199556
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ESPL1,Separin,48131,-0.00772968623999482,0.00454954181549558,-0.0166467881983662,0.0011874157183765,0.0893345007718397
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,GBP4,Guanylate-binding protein 4,51447,0.00691245940878998,0.00406856767894806,-0.00106193324194823,0.0148868520595282,0.0893345150751859
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PPM1A,Protein phosphatase 1A,51406,0.00450102187114192,0.00264965637425843,-0.00069230462240461,0.00969434836468844,0.0893857640320591
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,LYN,Tyrosine-protein kinase Lyn,51847,0.012110126774038,0.00713876969626516,-0.00188186183064172,0.0261021153787177,0.0898257195257507
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",48801,0.00666067250307958,0.00392892886790683,-0.0010400280780178,0.014361373084177,0.0900358953595005
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MGMT,Methylated-DNA--protein-cysteine methyltransferase,51933,0.0170532608103959,0.0100678418011027,-0.00267970911976541,0.0367862307405571,0.0903100258688066
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,LRG1,Leucine-rich alpha-2-glycoprotein,48866,-0.00372569536492631,0.00220061925128291,-0.00803890909744082,0.000587518367588189,0.0904667737646669
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CELA2A,Chymotrypsin-like elastase family member 2A,48854,0.00891128390574027,0.00526714426539861,-0.00141231885444101,0.0192348866659216,0.0906875745471045
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,BCL2,Apoptosis regulator Bcl-2,48778,0.00756709723247319,0.0044727608605903,-0.0011995140542838,0.0163337085192302,0.0906961254434202
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MATN3,Matrilin-3,51721,-0.00466877656634022,0.00276318948038784,-0.0100846279479004,0.000747074815219947,0.0911116401916499
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CNTN4,Contactin-4,51969,0.00332396743458858,0.00196988871143069,-0.000537014439815585,0.00718494930899274,0.0915420310037095
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,BIRC2,Baculoviral IAP repeat-containing protein 2,51406,0.00898460410863075,0.00532896100865314,-0.00146015946832941,0.0194293676855909,0.0918103511977148
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SSBP1,"Single-stranded DNA-binding protein, mitochondrial",48252,0.00486292473309628,0.0028859690506981,-0.000793574606272001,0.0105194240724646,0.0919999778585865
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TMEM106A,Transmembrane protein 106A,48767,0.010033556427982,0.00595640032549769,-0.0016409882099935,0.0217081010659575,0.0921005506963692
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,LILRA2,Leukocyte immunoglobulin-like receptor subfamily A member 2,51969,0.00510494718824512,0.00303069182878468,-0.000835208796172843,0.0110451031726631,0.0921145666401854
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",51814,0.0148594975451574,0.00883451407284141,-0.00245615003761181,0.0321751451279265,0.0925856947753362
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,WASF3,Wiskott-Aldrich syndrome protein family member 3,51447,0.0119690060533217,0.00712791585872443,-0.00200170902977816,0.0259397211364216,0.0931319462570881
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CALCOCO1,Calcium-binding and coiled-coil domain-containing protein 1,52092,0.0143249477686829,0.0085318484081235,-0.00239747511123914,0.031047370648605,0.0931659299647159
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,WASHC3,WASH complex subunit 3,48794,0.0106353471550912,0.00633540840123313,-0.00178205331132571,0.0230527476215081,0.0932230100996626
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,LILRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,51924,-0.00461227454687857,0.00274760607574452,-0.00999758245533782,0.000773033361580693,0.0932332735342093
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PGR,Progesterone receptor,48252,-0.0142269285710565,0.00847695916025386,-0.0308417685251541,0.00238791138304103,0.0933033427152951
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,LACRT,Extracellular glycoprotein lacritin,48728,0.00621717928081897,0.00370690159032158,-0.00104834783621133,0.0134827063978493,0.0935208082975559
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CDSN,Corneodesmosin,52163,0.00604352550207514,0.00360370551842519,-0.00101973731403824,0.0131067883181885,0.0935497041345555
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FDX1,"Adrenodoxin, mitochondrial",48148,0.00876244409325733,0.00522560114008582,-0.00147973414131087,0.0190046223278255,0.0935917436197003
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CPOX,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",48252,0.00376338190590317,0.00224652256100892,-0.000639802313674314,0.00816656612548064,0.0939102688913253
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SPARCL1,SPARC-like protein 1,51996,0.00387143924746518,0.00231284269459744,-0.000661732433945793,0.00840461092887616,0.0941660128952787
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,GYS1,"Glycogen [starch] synthase, muscle",51531,0.0128975922229989,0.00770607198023012,-0.00220630885825209,0.02800149330425,0.0942047550304695
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PLCB2,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2",48794,0.0136992194240232,0.00818585379362621,-0.00234505401148412,0.0297434928595306,0.09423975444752
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FADD,FAS-associated death domain protein,51955,0.0106533254661515,0.00636769706325421,-0.00182736077782672,0.0231340117101298,0.0943354865786654
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,AMFR,E3 ubiquitin-protein ligase AMFR,51447,0.00891355433890407,0.00533566463650771,-0.00154434834865105,0.0193714570264592,0.0948220780741594
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CBLN4,Cerebellin-4,52163,-0.00448903851047733,0.00268822425532565,-0.00975795805091561,0.000779881029960942,0.0949544333046805
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TSPAN7,Tetraspanin-7,48195,-0.0133527652648556,0.00800284578490539,-0.0290383430032702,0.00233281247355892,0.0952320653586551
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CEACAM8,Carcinoembryonic antigen-related cell adhesion molecule 8,51531,0.00698190536841293,0.00419226913052612,-0.00123494212741827,0.0151987528642441,0.0958418667794401
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MPI,Mannose-6-phosphate isomerase,51847,0.0119150749347092,0.00716380085163406,-0.0021259747344936,0.0259561246039119,0.0962791457172402
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SATB1,DNA-binding protein SATB1,48801,0.00404383121624715,0.00243387035892542,-0.000726554687246669,0.00881421711974097,0.096632245583369
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,HGS,Hepatocyte growth factor-regulated tyrosine kinase substrate,51406,0.0107402028881058,0.00646627734607198,-0.00193370071019532,0.0234141064864069,0.0967360071077987
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SAFB2,Scaffold attachment factor B2,48801,0.00374282505225829,0.00225595839464249,-0.000678853401240994,0.00816450350575757,0.0971143390864148
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ATP5F1D,"ATP synthase subunit delta, mitochondrial",48148,-0.00692816053653454,0.00418891001280933,-0.0151384241616408,0.00128210308857174,0.0981579572942656
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DSG3,Desmoglein-3,52083,0.0048354367633266,0.00292440597189995,-0.000896398941597302,0.0105672724682505,0.0982472766963429
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,LGALS1,Galectin-1,51955,0.00483136480294309,0.00292469822105432,-0.000901043710323371,0.0105637733162096,0.0985644905240475
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ENOX2,Ecto-NOX disulfide-thiol exchanger 2,48148,0.00388735377985957,0.00235393269650867,-0.00072635430529742,0.00850106186501657,0.0986669778365626
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SYAP1,Synapse-associated protein 1,48385,0.00795770414644478,0.00482007931620613,-0.00148965131331923,0.0174050596062088,0.0987649019864256
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IL5RA,Interleukin-5 receptor subunit alpha,51933,0.00779640667843119,0.00472295685493114,-0.00146058875723384,0.0170534021140962,0.0988037125812924
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TBR1,T-box brain protein 1,48300,-0.00654306338455696,0.00396526940990591,-0.0143149914279725,0.00122886465885862,0.0989398536308167
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SLAMF7,SLAM family member 7,51933,0.0082100778122689,0.00497909683408689,-0.00154895198254141,0.0179691076070792,0.0991797317993266
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MANF,Mesencephalic astrocyte-derived neurotrophic factor,52044,0.0166554086988629,0.010109886559743,-0.00315996895823331,0.0364707863559592,0.0994815043641226
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DHRS4L2,Dehydrogenase/reductase SDR family member 4-like 2,48794,0.00645521149016465,0.00391896967285175,-0.00122596906862479,0.0141363920489541,0.0995385511744765
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,NDUFA5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,48221,0.00493900592330814,0.00299943168977849,-0.000939880188657697,0.010817892035274,0.0996465885319219
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,THBD,Thrombomodulin,51955,-0.00398464182583204,0.00242018213691504,-0.00872819881418551,0.00075891516252143,0.0996903009457523
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PROCR,Endothelial protein C receptor,48148,0.0046474622208826,0.00282302576221635,-0.000885668273061454,0.0101805927148267,0.0997242876579914
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,HPGDS,Hematopoietic prostaglandin D synthase,51406,-0.0052225881145922,0.00317313524147035,-0.0114419331878741,0.00099675695868969,0.0998030074475768
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CCL5,C-C motif chemokine 5,52074,0.0140479004897035,0.0085397846617513,-0.0026900774473291,0.030785878426736,0.0999842938571596
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MYO9B,Unconventional myosin-IXb,51550,0.0091828965972416,0.0055855764514437,-0.00176483324758805,0.0201306264420713,0.100182173862428
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CFP,Properdin,48866,-0.00307648561672459,0.00187139217763492,-0.00674441428488903,0.000591443051439859,0.100200888930701
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FGF21,Fibroblast growth factor 21,52135,0.0165519062077038,0.010083905585309,-0.00321254873950187,0.0363163611549095,0.100723995015494
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DGCR6,Protein DGCR6,48195,-0.00581972890430551,0.00354574081437327,-0.0127693809004771,0.0011299230918661,0.100745089601042
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,GIMAP7,GTPase IMAP family member 7,48385,0.004388176125969,0.00267598765261464,-0.000856759673155705,0.0096331119250937,0.101055538663572
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,COMMD1,COMM domain-containing protein 1,48283,0.0083039184128872,0.00506829274136854,-0.00162993536019515,0.0182377721859695,0.101353127864303
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,STK24,Serine/threonine-protein kinase 24,51447,0.00846282013463102,0.00517726699632585,-0.00168462317816765,0.0186102634474297,0.102144293763188
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SCRN1,Secernin-1,51933,0.00759124034476928,0.00464446798664004,-0.00151191690904519,0.0166943975985838,0.102173837346036
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IMPA1,Inositol monophosphatase 1,51761,0.00830706244095526,0.00508315233618528,-0.00165591613796789,0.0182700410198784,0.102223231509319
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TERF1,Telomeric repeat-binding factor 1,48252,0.00392796503075503,0.00240753890851747,-0.000790811229939211,0.00864674129144928,0.102795164593044
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DKKL1,Dickkopf-like protein 1,51847,0.0114391347482046,0.00701577734998403,-0.00231178885776407,0.0251900583541733,0.103012128030826
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,GAS6,Growth arrest-specific protein 6,52107,0.00343006003113158,0.00210460342671564,-0.000694962685231078,0.00755508274749425,0.103159445948753
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,AREG,Amphiregulin,51847,0.00534788635968067,0.00328233563850294,-0.00108549149178509,0.0117812642111464,0.103264564166278
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FGF12,Fibroblast growth factor 12,48252,0.006144071562541,0.00377421519345878,-0.0012533902166382,0.0135415333417202,0.103560624453213
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,THBS4,Thrombospondin-4,52001,0.00620797574606185,0.00381586726364729,-0.00127112409068685,0.0136870755828105,0.10377506991568
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FOLR2,Folate receptor beta,52166,0.00395118563556921,0.0024287721558906,-0.00080920778997637,0.00871157906111478,0.103787782468173
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,XRCC4,DNA repair protein XRCC4,51447,0.0050535776094361,0.00310926676293741,-0.00104058524592123,0.0111477404647934,0.104106530597412
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PDLIM7,PDZ and LIM domain protein 7,52044,0.0171475077520123,0.0105518997872258,-0.00353421583095027,0.0378292313349749,0.104162460145478
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ADGRG1,Adhesion G-protein coupled receptor G1,51847,0.0108827522832592,0.00669776192160026,-0.00224486108307731,0.0240103656495957,0.104211459229619
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SMAD5,Mothers against decapentaplegic homolog 5,51847,-0.00269856306299292,0.00166164766249378,-0.00595539248148073,0.000558266355494885,0.10438329636985
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PTPRC,Receptor-type tyrosine-protein phosphatase C,48854,0.00309277705646807,0.00190515413777483,-0.000641325053570605,0.00682687916650675,0.104525112941807
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DNAJC21,DnaJ homolog subfamily C member 21,48794,0.00530069395718901,0.00326528393138682,-0.00109926254832915,0.0117006504627072,0.104530523638263
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MFAP3,Microfibril-associated glycoprotein 3,51531,0.00642738692558937,0.00396105246003711,-0.00133627589608337,0.0141910497472621,0.104678794003242
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,LPL,Lipoprotein lipase,51955,-0.00655194401070435,0.00404113362375565,-0.0144725659132654,0.00136867789185671,0.104963946255824
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IGSF21,Immunoglobulin superfamily member 21,48283,0.00534576005108709,0.00330055770282684,-0.00112333304645351,0.0118148531486277,0.105322736528272
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ITGBL1,Integrin beta-like protein 1,48854,0.00519034377480106,0.00320596678918873,-0.00109335113200885,0.011474038681611,0.105470648932726
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,EBAG9,Receptor-binding cancer antigen expressed on SiSo cells,51761,0.0128334291415873,0.00792944119847589,-0.0027082756074255,0.0283751338906,0.105578590517792
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,LDLR,Low-density lipoprotein receptor,52021,-0.00692789860187576,0.00428450727675375,-0.0153255328643131,0.00146973566056159,0.105899288734412
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MARS1,"Methionine--tRNA ligase, cytoplasmic",48353,0.0114956120767635,0.00711424235247892,-0.00244830293409516,0.0254395270876222,0.106140785687468
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CDK5RAP3,CDK5 regulatory subunit-associated protein 3,48801,0.00794101691966469,0.00492636965180806,-0.0017146675978791,0.0175967014372085,0.106990414402037
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SLITRK6,SLIT and NTRK-like protein 6,51531,0.00464818703778366,0.00288595070615836,-0.00100827634628673,0.0103046504218541,0.107275042557377
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PQBP1,Polyglutamine-binding protein 1,51406,0.00778285044528055,0.00484467315800304,-0.0017127089444054,0.0172784098349665,0.108183240617217
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,48767,0.00877840626766577,0.00546464316463667,-0.00193229433502211,0.0194891068703536,0.108201566815202
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,BGN,Biglycan,51370,-0.0157193070732925,0.00979146708700225,-0.0349105825638169,0.00347196841723188,0.108417744487693
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IKBKG,NF-kappa-B essential modulator,51933,0.0121298154574128,0.00755981442478913,-0.00268742081517391,0.0269470517299995,0.108614702747449
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IL2,Interleukin-2,51550,0.00425318929601697,0.00265141728652723,-0.000943588585576395,0.00944996717761033,0.108701547419491
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,KDR,Vascular endothelial growth factor receptor 2,52020,-0.00340039487094427,0.00211989410989526,-0.00755538732633897,0.000754597584450438,0.108718728091632
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,GGH,Gamma-glutamyl hydrolase,51578,-0.00455738237368656,0.00284252661553546,-0.0101287345401361,0.00101396979276294,0.108885328860258
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ATP1B2,Sodium/potassium-transporting ATPase subunit beta-2,48148,0.00418628545003732,0.00261401053688785,-0.000937175202262872,0.00930974610233751,0.109286816912357
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,BCAN,Brevican core protein,51761,-0.0046407094601099,0.00290001880006852,-0.0103247463082442,0.00104332738802439,0.109560261951906
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ROBO1,Roundabout homolog 1,51964,0.00318246864770078,0.00199082563480056,-0.000719549596508314,0.00708448689190988,0.109930315219137
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PNLIP,Pancreatic triacylglycerol lipase,48865,0.00868628191674518,0.00543469468671005,-0.00196571966920652,0.0193382835026969,0.10999143316621
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MYO6,Unconventional myosin-VI,48801,0.00494259739613192,0.00309317843502163,-0.00112003233651047,0.0110052271287743,0.110080329309325
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,VPS4B,Vacuolar protein sorting-associated protein 4B,48767,0.0126081560462597,0.00789209540039938,-0.00286035093852308,0.0280766630310425,0.11015490508122
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,GPR37,Prosaposin receptor GPR37,51531,-0.0086345328613654,0.00541056048842408,-0.0192392314186766,0.00197016569594579,0.110532356500358
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,OPLAH,5-oxoprolinase,48283,0.00917497310440024,0.00574919820413932,-0.00209345537571283,0.0204434015845133,0.110533868461033
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MPIG6B,Megakaryocyte and platelet inhibitory receptor G6b,52010,0.0101543570279223,0.006364301199326,-0.00231967332275661,0.0226283873786013,0.110609950005289
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ANXA2,Annexin A2,47994,0.00939703385746419,0.00590995436446154,-0.00218647669688043,0.0209805444118088,0.111843231970512
