Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PTPN1,Tyrosine-protein phosphatase non-receptor type 1,51761,0.0202324583420549,0.00658709519388137,0.00732175176204744,0.0331431649220624,0.00213211854448266
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PTH,Parathyroid hormone,48300,0.0211780082440123,0.00689487407858565,0.00766405504998438,0.0346919614380401,0.00213234745163338
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DNAJB1,DnaJ homolog subfamily B member 1,51847,0.0218794123086154,0.00715157177463814,0.0078623316303246,0.0358964929869061,0.00222044276444815
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PLIN3,Perilipin-3,51955,0.0109318334103486,0.00358972208069424,0.00389597813218788,0.0179676886885093,0.00232695895247984
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PTS,6-pyruvoyl tetrahydrobiopterin synthase,51332,0.0140701362808115,0.0046235144774059,0.00500804790509588,0.023132224656527,0.00234368009500223
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TP53I3,Quinone oxidoreductase PIG3,47957,0.0134680823213939,0.00442648779782219,0.00479216623766241,0.0221439984051254,0.00234849205489958
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DDC,Aromatic-L-amino-acid decarboxylase,51924,0.0120166585591252,0.00396845610044464,0.00423848460225369,0.0197948325159967,0.00246411390777816
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PRDX1,Peroxiredoxin-1,51273,0.0228064281455601,0.0075605624100332,0.00798772582189498,0.0376251304692251,0.00255995559306844
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DDX58,Antiviral innate immune response receptor RIG-I,51406,0.0146033682838626,0.00486446691360274,0.00506901313320123,0.024137723434524,0.00268459304725434
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CTSO,Cathepsin O,52231,-0.00767108180046316,0.00256007127335598,-0.0126888214962409,-0.00265334210468544,0.0027344181623326
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ANXA3,Annexin A3,52130,0.0175083555439963,0.00585471320054979,0.00603311767091875,0.0289835934170739,0.00278834923595962
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ANGPT2,Angiopoietin-2,52163,0.00940031762142802,0.00314467886825428,0.00323674703964962,0.0155638882032064,0.00279926587307341
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,MFAP4,Microfibril-associated glycoprotein 4,48385,0.00811347104663893,0.00271502493768894,0.00279202216876861,0.0134349199245093,0.00280823526296022
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CPA4,Carboxypeptidase A4,48002,0.0108455657215916,0.00364765254962923,0.0036961667243183,0.0179949647188649,0.00294978258497245
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CXCL17,C-X-C motif chemokine 17,52231,-0.0107507407450954,0.00362101629947767,-0.0178479326920717,-0.00365354879811919,0.00299085641111347
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,GRHPR,Glyoxylate reductase/hydroxypyruvate reductase,48840,0.0152680686925258,0.00516097919880087,0.00515254946287605,0.0253835879221755,0.00309631703061938
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,EGFL7,Epidermal growth factor-like protein 7,51406,0.00968451227228693,0.00327426922853479,0.00326694458435874,0.0161020799602151,0.00310198111513764
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FLT3LG,Fms-related tyrosine kinase 3 ligand,52231,0.00864210841174603,0.00292357293880484,0.00291190545168855,0.0143723113718035,0.00311955616513681
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CD40LG,CD40 ligand,52231,0.0196289413719174,0.00667256067533824,0.00655072244825441,0.0327071602955803,0.00326690099773585
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DTYMK,Thymidylate kinase,48840,0.0165013178090389,0.00561647166076931,0.00549303335393101,0.0275096022641467,0.00330686013256626
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FGFBP1,Fibroblast growth factor-binding protein 1,52020,-0.00814993230326454,0.00277892869885481,-0.01359663255302,-0.00270323205350912,0.00336288262652642
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,WWP2,NEDD4-like E3 ubiquitin-protein ligase WWP2,51761,0.0128252772242534,0.00439657641831089,0.00420798744436407,0.0214425670041428,0.00353635511891682
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,LGALS4,Galectin-4,51928,0.0135681874149715,0.0046582917971235,0.00443793549260949,0.0226984393373336,0.00358663109551216
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CDA,Cytidine deaminase,48805,0.0117059211289813,0.00402741770876317,0.00381218241980549,0.0195996598381571,0.00365826732006481
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,GMPR2,GMP reductase 2,48385,0.0159145184348366,0.00549290533973773,0.00514842396895064,0.0266806129007225,0.00376819075137029
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ENO1,Alpha-enolase,51953,0.0189413198935556,0.00653851938674376,0.00612582189553783,0.0317568178915734,0.00377241322133355
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SWAP70,Switch-associated protein 70,48778,0.00874448925917805,0.00301878021466981,0.00282768003842521,0.0146612984799309,0.00377519925505622
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,HNRNPK,Heterogeneous nuclear ribonucleoprotein K,51451,0.0189934073939017,0.00656614340257136,0.00612376632486185,0.0318630484629416,0.00382394630556475
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PI3,Elafin,51656,0.0133494553179201,0.00463339272050006,0.00426800558573998,0.0224309050501002,0.00396604384242822
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,EIF4B,Eukaryotic translation initiation factor 4B,51761,0.0133663640605505,0.00464574326938649,0.00426070725255302,0.0224720208685481,0.00401688613944632
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ASPSCR1,Tether containing UBX domain for GLUT4,48801,0.015899566624171,0.00554136993454001,0.00503848155247254,0.0267606516958694,0.00411875182506253
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,APRT,Adenine phosphoribosyltransferase,51718,0.0112505160144884,0.00392527473327183,0.00355697753727564,0.0189440544917012,0.00415842228280653
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TBC1D17,TBC1 domain family member 17,51447,0.010420220948086,0.00364308889799835,0.00327976670800928,0.0175606751881628,0.00423662993507378
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SLC27A4,Long-chain fatty acid transport protein 4,51447,0.016144826671124,0.0056537794935023,0.00506341886385946,0.0272262344783885,0.00429968365689423
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DENR,Density-regulated protein,48252,0.013411582637143,0.00470013054593091,0.00419932676711838,0.0226238385071675,0.00432926547860445
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FUT8,"Alpha-(1,6)-fucosyltransferase",51761,0.0137503251997301,0.00482940070608615,0.0042846998158012,0.0232159505836589,0.00441428357969678
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,KIRREL2,Kin of IRRE-like protein 2,51447,0.00945330165239458,0.0033234676448034,0.00293930506857992,0.0159672982362093,0.0044533402349192
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DDT,D-dopachrome decarboxylase,48854,0.00984413753123159,0.00346185879373811,0.0030588942955049,0.0166293807669583,0.00446518298009219
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CIT,Citron Rho-interacting kinase,48300,0.0109524975168898,0.00385910910353507,0.0033886436739611,0.0185163513598186,0.00454308197068033
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SNX9,Sorting nexin-9,51955,0.0160028989636135,0.00565226001279722,0.00492446933853098,0.0270813285886961,0.00464076824446206
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,BMP10,Bone morphogenetic protein 10,48385,0.00665535370809473,0.00235731062980417,0.00203502487367855,0.0112756825425109,0.00475821405966115
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,LTBP2,Latent-transforming growth factor beta-binding protein 2,52250,0.00743257029325824,0.00263933486753271,0.00225947395289414,0.0126056666336223,0.00486542443620376
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,COMT,Catechol O-methyltransferase,51273,0.0195905211361884,0.00695789720609657,0.00595304261223909,0.0332279996601377,0.00487311731437289
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ARHGAP1,Rho GTPase-activating protein 1,51406,0.0109883988358535,0.00390578294846184,0.00333306425686831,0.0186437334148387,0.00490676727654791
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FKBPL,FK506-binding protein-like,48778,0.0137401951677235,0.00490442020932032,0.00412753155745572,0.0233528587779914,0.00508992141932651
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CXCL11,C-X-C motif chemokine 11,52166,0.018293855648767,0.00654036470145864,0.00547474083390808,0.031112970463626,0.00516102120371878
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,USP25,Ubiquitin carboxyl-terminal hydrolase 25,48767,0.0167067434297224,0.00597499317419747,0.00499575680829535,0.0284177300511495,0.00517705809143008
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ATXN2L,Ataxin-2-like protein,48801,0.0110233331295389,0.00394613374325329,0.00328891099276242,0.0187577552663153,0.00521979333503234
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TSPAN15,Tetraspanin-15,48148,-0.0115184643078338,0.00412782335344367,-0.0196089980805834,-0.00342793053508421,0.00526866275697792
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CLEC12A,C-type lectin domain family 12 member A,48252,0.00464358294887106,0.0016704121983876,0.00136957504003136,0.00791759085771076,0.00544269235415216
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,FGR,Tyrosine-protein kinase Fgr,51447,0.0142518169351153,0.00516490862107362,0.00412859603781101,0.0243750378324196,0.00579616732152595
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DGKA,Diacylglycerol kinase alpha,48252,0.0125772460687209,0.00455925088237856,0.00364111433925892,0.0215133777981829,0.00580994539639775
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,UBXN1,UBX domain-containing protein 1,48385,0.0157432906043809,0.00571155024646713,0.0045486521213053,0.0269379290874564,0.00584958313750002
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,NMI,N-myc-interactor,48684,0.01657427010018,0.00602840275753328,0.00475860069541478,0.0283899395049452,0.00597645169585782
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,RABGAP1L,Rab GTPase-activating protein 1-like,51550,0.0138476731476276,0.00504487734599378,0.00395971354947977,0.0237356327457754,0.00605768042964665
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PTRHD1,Putative peptidyl-tRNA hydrolase PTRHD1,48385,0.0134773046113042,0.00491203190974041,0.00384972206821294,0.0231048871543954,0.00607996190059639
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,THOP1,Thimet oligopeptidase,51844,0.00730968319474422,0.00266941634638992,0.00207762715581997,0.0125417392336685,0.00618032882203874
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CA1,Carbonic anhydrase 1,51470,0.0131444891849506,0.00481942207298799,0.00369842192189415,0.0225905564480071,0.00638843945168358
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CXCL6,C-X-C motif chemokine 6,52231,0.0171591099341154,0.00629144016946947,0.00482788720195527,0.0294903326662756,0.00638877682098704
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,GGCT,Gamma-glutamylcyclotransferase,48807,0.0108301731493494,0.00397645175300026,0.00303632771346886,0.0186240185852299,0.00646345965875899
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,APBB1IP,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,51847,0.0106183517930286,0.00389918148172179,0.00297595608885391,0.0182607474972033,0.00646960879433898
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ABHD14B,Protein ABHD14B,51691,0.0128119461388284,0.00470634632100086,0.00358750734966668,0.0220363849279901,0.00648837628038567
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,QDPR,Dihydropteridine reductase,51838,0.00957444255572724,0.00352783552824826,0.00265988492036065,0.0164890001910938,0.00665310555024782
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TOR1AIP1,Torsin-1A-interacting protein 1,48283,0.0123083599378773,0.00453741479169723,0.00341502694615076,0.0212016929296039,0.00668081662789861
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,NEDD4L,E3 ubiquitin-protein ligase NEDD4-like,48252,0.0108261522984776,0.00399393875030473,0.00299803234788033,0.0186542722490749,0.0067210670480489
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,C7,Complement component C7,48374,0.00737721228013555,0.00272334358891978,0.00203945884585278,0.0127149657144183,0.00675687706921474
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PRKAR2A,cAMP-dependent protein kinase type II-alpha regulatory subunit,48751,0.0176414743483599,0.00651418164730544,0.00487367831964122,0.0304092703770786,0.00677136109717739
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,BAG6,Large proline-rich protein BAG6,51531,0.00833406590207802,0.00307790602305213,0.00230137009689583,0.0143667617072602,0.00678001365307095
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ACHE,Acetylcholinesterase,48385,0.00768212124628822,0.0028372777156924,0.00212105692353112,0.0132431855690453,0.0067836475308891
